Influential 2-amod
, 2-punct
who 5-nsubj
resigned 2-relcl
his 9-poss
Della 8-compound
Femina 9-compound
post 5-dobj
in 5-prep
September 10-pobj
, 13-punct
becomes 0-ROOT
chairman 13-attr
and 14-cc
chief 17-amod
executive 14-conj
of 14-prep
Arnold 18-pobj
. 13-punct

 20-dep

John 2-compound
Verret 13-nsubj
, 2-punct
the 5-det
agency 7-poss
's 5-case
president 2-appos
and 7-cc
chief 10-compound
executive 7-conj
, 13-punct
will 13-aux
retain 0-ROOT
the 15-det
title 13-dobj
of 15-prep
president 16-pobj
. 13-punct

 18-dep

Separately 5-advmod
, 5-punct
McDonald 5-poss
's 3-case
Corp. 0-ROOT
, 5-punct
Oak 8-compound
Brook 5-conj
, 8-punct
Ill. 8-appos
, 5-punct
named 5-acl
Arnold 12-oprd
to 15-aux
handle 12-xcomp
its 23-poss
estimated 23-amod
$ 20-quantmod
4 20-compound
million 23-nummod
cooperative 23-amod
ad 23-compound
account 15-dobj
for 23-prep
the 30-det
Hartford 28-nmod
, 28-punct
Conn. 30-nmod
, 28-punct
area 24-pobj
. 5-punct

 31-dep

That 2-det
account 5-nsubjpass
had 5-aux
been 5-auxpass
handled 0-ROOT
by 5-agent
Della 8-compound
Femina 6-pobj
, 8-punct
McNamee 11-compound
WCRS 8-appos
. 5-punct

 12-dep

EDUCATION 2-compound
ADS 0-ROOT
: 2-punct

 3-dep

A 6-det
142 4-nummod
- 4-punct
page 6-compound
ad 6-compound
supplement 18-nsubj
to 6-prep
Business 9-compound
Week 17-poss
's 9-case
special 17-amod
` 17-punct
` 15-punct
Corporate 15-amod
Elite 17-nmod
'' 15-punct
issue 7-pobj
calls 0-ROOT
on 18-prep
business 21-compound
leaders 19-pobj
to 23-aux
use 18-advcl
their 25-poss
clout 23-dobj
to 27-aux
help 23-xcomp
solve 27-xcomp
the 30-det
nation 33-poss
's 30-case
education 33-compound
crisis 28-dobj
. 18-punct

 34-dep

The 2-det
supplement 11-nsubj
, 2-punct
the 5-det
largest 2-appos
ever 7-advmod
for 5-prep
the 9-det
magazine 7-pobj
, 11-punct
includes 0-ROOT
ads 11-dobj
from 12-prep
52 16-nummod
corporate 16-amod
advertisers 13-pobj
and 11-cc
kicks 11-conj
off 18-prt
a 26-det
two 23-nummod
- 23-punct
year 26-compound
Business 25-compound
Week 26-compound
initiative 18-dobj
on 26-prep
education 27-pobj
. 11-punct

 29-dep

The 2-det
magazine 4-nsubj
will 4-aux
distribute 0-ROOT
10 6-nummod
% 4-dobj
of 6-prep
the 10-det
gross 10-amod
revenues 7-pobj
from 10-prep
the 13-det
supplement 11-pobj
as 13-prep
grants 14-pobj
to 15-prep
innovative 18-amod
teachers 16-pobj
. 4-punct

 19-dep

You 2-nsubj
know 10-parataxis
what 8-attr
the 5-det
law 8-nsubj
of 5-prep
averages 6-pobj
is 10-advcl
, 10-punct
do 0-ROOT
n't 10-neg
you 10-nsubj
? 10-punct

 13-dep

It 2-nsubj
's 22-ccomp
what 6-dobj
1 5-compound
-RRB- 6-nsubj
explains 2-ccomp
why 9-advmod
we 9-nsubj
are 6-ccomp
like 9-prep
, 9-punct
well 9-intj
, 9-punct
ourselves 9-attr
rather 16-advmod
than 14-cc
Bo 18-compound
Jackson 14-conj
; 22-punct
2 21-nummod
-RRB- 22-nsubj
cautions 0-ROOT
that 25-mark
it 25-nsubj
's 22-ccomp
possible 25-acomp
to 28-aux
drown 25-xcomp
in 28-prep
a 31-det
lake 29-pobj
that 33-nsubj
averages 31-relcl
two 35-nummod
feet 36-npadvmod
deep 33-acomp
; 22-punct
and 22-cc
3 40-nummod
-RRB- 41-nsubj
predicts 22-conj
that 50-mark
10,000 44-nummod
monkeys 50-nsubj
placed 44-acl
before 45-prep
10,000 48-nummod
pianos 46-pobj
would 50-aux
produce 41-ccomp
1,118 58-nummod
publishable 53-amod
rock 58-nmod
' 53-punct
n 53-cc
' 53-cc
roll 58-compound
tunes 50-dobj
. 41-punct

 59-dep

Baseball 10-dep
, 10-punct
that 4-det
game 10-nsubj
of 4-prep
the 8-det
long 8-amod
haul 5-pobj
, 10-punct
is 0-ROOT
the 13-det
quintessential 13-amod
sport 10-attr
of 13-prep
the 16-det
mean 14-pobj
, 10-punct
and 10-cc
the 22-det
mean 22-amod
ol' 22-amod
law 10-conj
caught 22-acl
up 23-prt
with 23-prep
the 29-det
San 28-compound
Francisco 29-compound
Giants 25-pobj
in 29-prep
the 33-det
World 33-compound
Series 30-pobj
last 35-amod
weekend 23-npadvmod
. 10-punct

 36-dep

The 2-det
team 19-nsubjpass
that 4-nsubj
dumped 2-relcl
runs 4-dobj
by 4-prep
the 8-det
bushel 6-pobj
on 4-prep
the 12-det
Chicago 12-compound
Cubs 9-pobj
in 12-prep
the 17-det
National 16-compound
League 17-compound
playoffs 13-pobj
was 19-auxpass
held 0-ROOT
to 19-prep
just 22-advmod
one 20-pobj
in 22-prep
two 25-nummod
games 23-pobj
by 25-prep
the 32-det
home 30-compound
- 30-punct
team 32-compound
Oakland 32-compound
A 26-pobj
's 32-case
, 22-punct
the 36-det
gang 22-appos
that 40-nsubjpass
had 40-aux
been 40-auxpass
done 36-relcl
unto 40-prep
similarly 40-advmod
by 40-agent
the 47-det
Los 46-compound
Angeles 47-compound
Dodgers 43-pobj
and 47-cc
Orel 50-compound
Hershiser 47-conj
in 40-prep
last 53-amod
year 55-poss
's 53-case
tournament 51-pobj
. 19-punct

 56-dep

Morever 8-dep
, 8-punct
much 8-nsubjpass
of 3-prep
the 6-det
damage 4-pobj
was 8-auxpass
accomplished 0-ROOT
by 8-agent
A 9-pobj
's 10-case
who 13-nsubj
had 10-relcl
some 15-nsubj
catching 13-ccomp
up 15-prt
to 18-aux
do 15-advcl
. 8-punct

 19-dep

In 24-prep
game 1-pobj
two 2-nummod
, 24-punct
on 24-prep
a 9-det
cool 9-amod
Sunday 9-compound
evening 5-pobj
in 5-prep
this 12-det
land 10-pobj
of 12-prep
perpetual 15-amod
autumn 13-pobj
, 24-punct
a 18-det
lot 24-nsubjpass
of 18-prep
the 21-det
catching 19-pobj
up 21-prt
was 24-auxpass
done 0-ROOT
by 24-agent
the 27-det
A 29-poss
's 27-case
catcher 25-pobj
, 29-punct
Terry 32-compound
Steinbach 29-appos
. 24-punct

 33-dep

He 2-nsubj
hit 0-ROOT
a 7-det
2 7-nummod
- 6-punct
0 4-prep
pitch 2-dobj
from 2-prep
Rick 10-compound
Reuschel 8-pobj
into 2-prep
the 15-det
left 15-amod
- 15-punct
field 11-pobj
stands 2-conj
in 16-prep
inning 17-pcomp
four 18-dobj
to 21-aux
stretch 18-advcl
his 23-poss
team 25-poss
's 23-case
lead 21-dobj
from 21-prep
2 26-pobj
- 29-punct
1 27-prep
to 21-prep
a 33-det
decisive 33-amod
5 30-pobj
- 35-punct
1 33-prep
, 33-punct
where 39-advmod
it 39-nsubj
stayed 33-relcl
. 2-punct

 40-dep

So 2-advmod
what 0-ROOT
if 6-mark
Steinbach 6-nsubj
had 6-aux
struck 2-advcl
just 8-advmod
seven 10-nummod
home 10-compound
runs 6-dobj
in 10-prep
130 16-nummod
regular 15-amod
- 15-punct
season 16-compound
games 11-pobj
, 6-punct
and 6-cc
batted 6-conj
in 19-prep
the 23-det
seventh 23-amod
position 20-pobj
of 23-prep
the 26-det
A 28-poss
's 26-case
lineup 24-pobj
. 2-punct

 29-dep

` 22-punct
` 17-punct
If 5-mark
you 5-nsubj
get 17-advcl
your 7-poss
pitch 5-dobj
, 5-punct
and 5-cc
take 5-conj
a 13-det
good 13-amod
swing 10-dobj
, 17-punct
anything 17-nsubj
can 17-aux
happen 22-ccomp
, 22-punct
'' 22-punct
he 22-nsubj
later 22-advmod
remarked 0-ROOT
. 22-punct

 23-dep

On 15-prep
Saturday 3-compound
night 1-pobj
, 15-punct
quite 7-predet
a 7-quantmod
few 15-nsubj
of 7-prep
the 10-det
boys 8-pobj
in 10-prep
green 11-pobj
and 12-cc
gold 12-conj
salted 0-ROOT
away 15-prt
successes 15-dobj
to 19-aux
salve 17-acl
the 21-det
pain 19-dobj
of 21-prep
past 22-pobj
and 15-cc
, 27-punct
no 27-neg
doubt 15-conj
, 27-punct
future 30-amod
droughts 15-npadvmod
. 15-punct

 31-dep

Mark 2-compound
McGwire 14-nsubj
, 2-punct
the 12-det
big 12-amod
, 12-punct
red 9-amod
- 9-punct
haired 12-amod
Oakland 12-nmod
first 12-amod
baseman 2-appos
, 14-punct
had 0-ROOT
three 16-nummod
hits 14-dobj
in 16-prep
four 17-pobj
at 16-prep
bats 19-pobj
, 16-punct
two 16-appos
more 22-amod
than 27-mark
he 27-nsubj
'd 27-aux
had 23-advcl
in 27-prep
the 34-det
five 32-nummod
- 32-punct
game 34-compound
Dodger 34-compound
series 28-pobj
in 39-prep
which 35-pobj
he 39-nsubj
'd 39-aux
gone 34-relcl
1 42-nummod
- 40-punct
for-17 39-npadvmod
. 14-punct

 43-dep

The 6-det
A 4-compound
- 4-punct
men 6-compound
batting 6-compound
Nos 0-ROOT
. 6-npadvmod
6 7-nummod
through 6-prep
9 9-pobj
, 6-punct
a.k.a 6-intj
. 12-punct

the 4-det
` 4-punct
` 4-punct
bottom 10-nsubj
of 4-prep
the 7-det
order 5-pobj
, 10-punct
'' 10-punct
got 0-ROOT
seven 10-dobj
of 11-prep
their 14-poss
team 17-poss
's 14-case
11 17-nummod
hits 12-pobj
and 10-cc
scored 10-conj
four 19-dobj
of 20-prep
its 23-poss
runs 21-pobj
in 19-prep
a 29-det
5 29-nummod
- 28-punct
0 26-prep
decision 24-pobj
. 10-punct

 30-dep

Right 3-amod
- 3-punct
hander 5-compound
Dave 5-compound
Stewart 6-nsubj
held 0-ROOT
the 8-det
Giants 6-dobj
to 6-prep
five 11-nummod
hits 9-pobj
to 13-aux
account 6-advcl
for 13-prep
the 16-det
zero 14-pobj
on 13-prep
the 20-det
other 20-amod
side 17-pobj
of 20-prep
the 24-det
Saturday 24-compound
ledger 21-pobj
. 6-punct

 25-dep

That 3-mark
he 3-nsubj
was 0-ROOT
the 5-det
A 8-poss
's 5-case
winningest 8-amod
pitcher 3-attr
during 8-prep
its 13-poss
American 12-compound
League 13-compound
campaign 9-pobj
with 8-prep
a 19-det
21 19-nummod
- 18-punct
9 16-prep
mark 14-pobj
, 8-punct
plus 8-cc
two 23-nummod
wins 8-conj
over 23-prep
Toronto 24-pobj
in 23-prep
the 28-det
playoffs 26-pobj
, 30-punct
indicates 3-conj
he 33-nsubj
may 33-aux
have 30-ccomp
some 35-det
evening 33-dobj
up 33-prt
coming 33-advcl
, 30-punct
but 3-cc
with 54-prep
the 42-det
way 40-pobj
his 47-poss
split 46-compound
- 46-punct
fingered 47-amod
fastball 49-nsubj
is 49-aux
behaving 42-relcl
, 54-punct
that 54-nsubj
might 54-aux
not 54-neg
be 3-conj
this 56-det
week 54-npadvmod
. 54-punct

 57-dep

The 2-det
same 3-nsubj
goes 0-ROOT
for 3-prep
Mike 6-compound
Moore 4-pobj
, 6-punct
another 9-det
veteran 6-appos
who 11-nsubj
overcame 9-relcl
early 13-amod
struggles 11-dobj
to 15-aux
permit 11-xcomp
the 17-det
Giants 15-dobj
but 17-cc
a 20-det
run 17-conj
and 20-cc
four 23-nummod
hits 20-conj
in 20-prep
seven 26-nummod
innings 24-pobj
in 20-prep
Sunday 30-poss
's 28-case
contest 27-pobj
. 3-punct

 31-dep

` 9-punct
` 9-punct
Every 4-det
guy 9-nsubj
they 6-nsubj
put 4-relcl
out 6-prt
there 6-advmod
had 21-ccomp
a 14-det
better 14-amod
split 14-compound
- 14-punct
finger 9-dobj
than 14-prep
the 17-det
guy 15-pobj
before 17-advmod
, 21-punct
'' 21-punct
marveled 0-ROOT
Giant 23-amod
manager 25-compound
Roger 25-compound
Craig 21-nsubj
. 21-punct

 26-dep

He 2-nsubj
's 0-ROOT
an 4-det
ex 2-attr
- 2-attr
hurler 2-attr
who 8-nsubj
's 2-ccomp
one 8-attr
of 9-prep
the 13-det
leading 13-amod
gurus 10-pobj
of 13-prep
the 17-det
fashionable 17-amod
delivery 14-pobj
, 17-punct
which 20-nsubj
looks 17-relcl
like 20-prep
a 23-det
fastball 21-pobj
until 26-mark
it 26-nsubj
dives 20-advcl
beneath 26-prep
the 30-det
lunging 30-amod
bat 27-pobj
. 2-punct

 31-dep

The 2-det
upshot 6-nsubj
of 2-prep
the 5-det
downshoot 3-pobj
is 0-ROOT
that 11-mark
the 9-det
A 11-nsubj
's 9-case
go 6-ccomp
into 11-prep
San 14-compound
Francisco 17-poss
's 14-case
Candlestick 17-compound
Park 12-pobj
tonight 11-npadvmod
up 11-advmod
two 21-nummod
games 11-npadvmod
to 11-prep
none 22-pobj
in 23-prep
the 31-det
best 31-amod
- 26-punct
of 26-prep
- 28-punct
seven 28-pobj
fest 24-pobj
. 6-punct

 32-dep

The 2-det
stat 7-nsubj
to 4-aux
reckon 2-relcl
with 4-prep
here 4-advmod
says 0-ROOT
that 26-mark
about 12-quantmod
three 12-quantmod
of 12-quantmod
four 13-nummod
clubs 26-nsubj
-LRB- 13-appos
29 13-appos
of 15-prep
39 18-nummod
-RRB- 16-pobj
that 20-nsubj
took 13-relcl
2 24-nummod
- 23-punct
0 21-prep
Series 25-compound
leads 20-dobj
went 7-ccomp
on 26-prt
to 29-aux
win 26-advcl
it 29-dobj
all 30-appos
. 7-punct

 32-dep

That 2-nsubj
's 0-ROOT
not 2-neg
an 5-det
average 2-attr
to 5-prep
soothe 9-det
Giant 9-compound
rooters 6-pobj
. 2-punct

 10-dep

One 3-nsubj
might 3-aux
think 35-ccomp
that 14-mark
the 7-det
home 7-compound
fans 14-nsubj
in 7-prep
this 10-det
Series 8-pobj
of 10-prep
the 13-det
Subway 11-pobj
Called 3-ccomp
BART 16-compound
-LRB- 14-oprd
that 18-nsubj
's 3-ccomp
a 21-det
better 21-amod
name 18-attr
for 21-prep
a 25-det
public 25-amod
conveyance 22-pobj
than 18-prep
` 26-punct
` 26-punct
Desire 26-pobj
, 35-punct
'' 35-punct
do 35-aux
n't 35-neg
you 35-nsubj
think 0-ROOT
? 35-punct

-RRB- 4-nsubj
would 4-aux
have 4-aux
been 0-ROOT
ecstatic 4-acomp
over 5-prep
the 8-det
proceedings 6-pobj
, 4-punct
but 4-cc
they 12-nsubj
observe 4-conj
them 12-dobj
in 12-prep
relative 16-amod
calm 14-pobj
. 12-punct

 17-dep

Partisans 6-nsubj
of 1-prep
the 5-det
two 5-nummod
combatants 2-pobj
sat 0-ROOT
side 6-advmod
by 6-prep
side 8-pobj
in 6-prep
the 15-det
49,000 15-nummod
- 12-punct
plus 12-cc
seats 10-pobj
of 15-prep
Oakland 18-compound
Coliseum 16-pobj
, 6-punct
and 6-cc
while 23-mark
they 23-nsubj
cheered 32-advcl
their 25-poss
favorites 23-dobj
and 23-cc
booed 23-conj
the 29-det
opposition 27-dobj
, 32-punct
hostilities 32-nsubj
advanced 6-conj
no 34-neg
further 32-advmod
, 32-punct
at 37-advmod
least 39-advmod
as 39-advmod
far 32-advmod
as 43-mark
I 43-nsubj
could 43-aux
see 39-advcl
. 32-punct

 44-dep

A 3-det
few 3-amod
folks 5-nsubj
even 5-advmod
showed 0-ROOT
up 5-prt
wearing 5-xcomp
caps 7-dobj
bearing 8-acl
the 11-det
colors 9-dobj
and 11-cc
emblems 11-conj
of 11-prep
both 16-det
teams 14-pobj
. 5-punct

 17-dep

` 15-punct
` 15-punct
I 15-nsubj
' 3-appos
m 3-appos
for 3-prep
the 8-det
Giants 6-pobj
today 3-npadvmod
, 3-punct
but 3-cc
only 15-advmod
because 15-mark
they 15-nsubj
lost 0-ROOT
yesterday 15-npadvmod
. 15-punct

 17-dep

I 2-nsubj
love 0-ROOT
'em 2-dobj
both 3-appos
. 2-punct

 5-dep

The 3-det
only 3-amod
thing 9-nsubj
I 7-nsubj
' 7-aux
m 7-aux
rooting 3-relcl
for 7-prep
is 19-ccomp
for 14-mark
the 12-det
Series 14-nsubj
to 14-aux
go 9-advcl
seven 16-nummod
games 14-dobj
, 19-punct
'' 19-punct
said 0-ROOT
David 21-compound
Williams 19-nsubj
, 21-punct
a 25-det
Sacramento 25-compound
septuagenarian 21-appos
, 21-punct
at 21-prep
the 29-det
Coliseum 27-pobj
before 19-prep
Sunday 33-poss
's 31-case
go 30-pobj
. 19-punct

 34-dep

The 2-det
above 3-nsubj
represents 0-ROOT
a 5-det
triumph 3-dobj
of 5-prep
either 8-preconj
apathy 6-pobj
or 8-cc
civility 8-conj
. 3-punct

 11-dep

I 2-nsubj
choose 0-ROOT
to 4-aux
believe 2-xcomp
it 6-nsubj
's 4-ccomp
the 8-det
latter 6-attr
, 2-punct
although 13-mark
it 13-nsubj
probably 13-advmod
springs 2-advcl
from 13-prep
the 16-det
fact 14-pobj
that 31-mark
just 19-advmod
about 31-prep
everyone 19-pobj
out 22-advmod
here 20-advmod
, 20-punct
including 20-prep
the 26-det
A 24-pobj
's 26-case
and 26-cc
Giants 26-conj
, 31-punct
is 16-acl
originally 31-advmod
from 31-prep
somewhere 35-advmod
else 33-pcomp
. 2-punct

 36-dep

Suffice 0-ROOT
it 1-dobj
to 4-aux
say 1-xcomp
that 4-dobj
if 8-mark
this 8-nsubj
were 4-advcl
a 15-det
New 11-compound
York 14-compound
Yankees 14-compound
- 14-punct
Mets 15-compound
series 8-attr
, 8-punct
or 8-cc
one 8-conj
between 18-prep
the 22-det
Chicago 22-compound
Cubs 19-pobj
and 22-cc
White 25-compound
Sox 26-compound
-LRB- 1-punct

hey 4-intj
, 4-punct
it 4-nsubj
's 0-ROOT
possible 4-acomp
-RRB- 4-punct

, 4-punct
you 4-nsubj
'd 4-aux
need 0-ROOT
uniformed 6-amod
police 4-dobj
in 4-prep
every 10-det
other 10-amod
seat 7-pobj
to 12-aux
separate 10-acl
opposing 14-amod
fans 12-dobj
, 4-punct
and 4-cc
only 19-advmod
the 19-det
suicidal 21-nsubj
would 21-aux
bifurcate 4-conj
their 23-poss
bonnets 21-dobj
. 21-punct

 24-dep

Anyway 6-intj
, 6-punct
the 4-det
A 6-nsubj
's 4-case
gave 0-ROOT
you 6-dative
a 9-det
lot 6-dobj
of 9-prep
heroes 10-pobj
to 13-aux
root 9-relcl
for 13-prep
. 6-punct

 15-dep

In 12-prep
the 4-det
opening 4-compound
game 1-pobj
, 12-punct
besides 12-prep
Steinbach 6-pobj
and 7-cc
Stewart 7-conj
, 12-punct
there 12-expl
was 0-ROOT
Walt 14-compound
Weiss 12-attr
, 14-punct
a 24-det
twiggy 19-advmod
- 19-punct
looking 24-amod
, 24-punct
second 23-amod
- 23-punct
year 24-compound
shortstop 14-appos
who 27-nsubj
had 27-aux
lost 24-relcl
a 29-quantmod
couple 30-nummod
months 27-dobj
of 30-prep
the 33-det
season 31-pobj
to 27-prep
knee 36-compound
surgery 34-pobj
. 12-punct

 37-dep

He 2-nsubj
was 0-ROOT
flawless 2-acomp
afield 2-prep
-LRB- 6-compound
ditto 4-pobj
in 6-prep
game 7-pobj
two 10-nummod
-RRB- 2-attr
, 12-punct
moved 2-dep
a 14-det
runner 12-dobj
along 12-prep
in 15-prep
the 18-det
A 24-poss
's 18-case
three 22-nummod
- 22-punct
run 24-amod
second 24-amod
inning 16-pobj
, 12-punct
and 12-cc
homered 12-conj
for 27-prep
his 30-poss
team 33-poss
's 30-case
final 33-amod
tally 28-pobj
. 2-punct

 34-dep

Such 2-nsubj
is 0-ROOT
his 4-poss
reputation 2-attr
among 4-prep
the 9-det
East 8-compound
Bay 9-compound
Bashers 5-pobj
that 27-mark
when 13-advmod
he 13-nsubj
hit 27-advcl
his 18-poss
first 18-amod
career 18-compound
home 18-compound
run 13-dobj
last 20-amod
season 13-npadvmod
, 27-punct
the 23-det
fan 27-nsubj
who 25-nsubj
caught 23-relcl
it 25-dobj
agreed 2-ccomp
to 29-aux
turn 27-xcomp
the 31-det
ball 29-dobj
over 29-prt
to 29-prep
him 33-pobj
in 29-prep
return 35-pobj
for 36-prep
an 39-det
autograph 37-pobj
. 2-punct

 40-dep

Not 3-neg
his 3-poss
autograph 0-ROOT
; 3-punct
power 7-compound
- 7-punct
hitter 8-compound
McGwire 3-appos
's 8-case
. 3-punct

 10-dep

An 2-det
A 4-poss
's 2-case
co 11-nsubj
- 11-nsubj
hero 11-nsubj
of 6-prep
the 10-det
second 10-amod
game 7-pobj
was 0-ROOT
Rickey 13-compound
Henderson 11-attr
, 13-punct
who 16-nsubj
exemplifies 13-relcl
the 19-det
hot 19-amod
side 16-dobj
of 19-prep
the 25-det
hot 24-amod
- 24-punct
cold 25-amod
equation 20-pobj
. 11-punct

 26-dep

He 2-nsubj
smoked 0-ROOT
Toronto 2-dobj
in 2-prep
the 6-det
playoffs 4-pobj
with 6-prep
six 9-nummod
hits 7-pobj
, 9-punct
seven 12-nummod
walks 9-conj
and 12-cc
eight 16-nummod
stolen 16-amod
bases 12-conj
in 16-prep
22 17-pobj
at 12-prep
bats 19-pobj
, 2-punct
and 2-cc
continued 2-conj
that 23-dobj
by 23-prep
going 25-pcomp
3 26-dobj
- 29-punct
for-3 27-prep
at 26-prep
the 32-det
plate 30-pobj
Sunday 26-npadvmod
, 26-punct
along 26-prep
with 35-prep
walking 36-pcomp
, 25-punct
stealing 25-pcomp
a 41-det
base 39-dobj
and 39-cc
scoring 39-conj
a 45-det
run 43-dobj
. 2-punct

 46-dep

` 11-punct
` 11-punct
When 5-advmod
you 5-nsubj
're 11-advcl
in 5-prep
the 8-det
groove 6-pobj
, 11-punct
you 11-nsubj
see 18-ccomp
every 13-det
ball 11-dobj
tremendously 11-advmod
, 18-punct
'' 18-punct
he 18-nsubj
lectured 0-ROOT
. 18-punct

 19-dep

The 3-det
cold 3-amod
guys 7-nsubj
in 3-prep
the 6-det
set 4-pobj
were 0-ROOT
Will 9-compound
Clark 7-attr
, 9-punct
Kevin 12-compound
Mitchell 9-conj
and 12-cc
Matt 15-compound
Williams 12-conj
, 15-punct
the 18-det
Giants 25-poss
' 18-case
3 24-quantmod
- 24-punct
4 24-quantmod
- 24-punct
5 25-nummod
hitters 9-appos
. 7-punct

 26-dep

They 2-nsubj
combined 0-ROOT
for 2-prep
25 5-nummod
hits 3-pobj
, 5-punct
six 9-nummod
home 9-compound
runs 5-conj
and 9-cc
24 12-nummod
runs 9-conj
batted 12-acl
in 13-prt
in 13-prep
the 18-det
five 18-nummod
games 15-pobj
against 18-prep
the 21-det
Cubs 19-pobj
. 2-punct

 22-dep

They 2-nsubj
went 0-ROOT
a 5-det
collective 5-amod
5 2-attr
- 5-punct
for-24 5-appos
here 7-advmod
, 5-punct
with 2-prep
zero 12-nummod
homers 10-pobj
and 12-cc
ribbies 12-conj
. 2-punct

 15-dep

It 2-nsubj
's 16-ccomp
that 5-det
last 5-amod
set 2-attr
of 5-prep
numbers 6-pobj
, 5-punct
as 10-advmod
much 5-advmod
as 10-prep
anything 11-pobj
else 12-advmod
, 16-punct
that 16-nsubj
gives 0-ROOT
the 18-det
Giants 16-dative
hope 16-dobj
in 19-prep
the 23-det
Series 23-compound
games 20-pobj
to 25-aux
come 19-advcl
. 16-punct

 26-dep

` 12-punct
` 4-punct
I 4-nsubj
believe 12-ccomp
in 4-prep
the 7-det
law 5-pobj
of 7-prep
averages 8-pobj
, 12-punct
'' 12-punct
declared 0-ROOT
San 14-compound
Francisco 16-compound
batting 16-compound
coach 18-compound
Dusty 18-compound
Baker 12-nsubj
after 12-prep
game 19-pobj
two 20-nummod
. 12-punct

 22-dep

` 6-punct
` 6-punct
I 6-nsubj
'd 6-aux
rather 6-advmod
see 0-ROOT
a 11-det
so 10-advmod
- 10-punct
so 11-compound
hitter 6-dobj
who 13-nsubj
's 11-relcl
hot 13-acomp
come 6-ccomp
up 15-prt
for 15-prep
the 20-det
other 20-amod
side 17-pobj
than 20-prep
a 24-det
good 24-amod
hitter 21-pobj
who 26-nsubj
's 24-relcl
cold 26-acomp
. 6-punct
'' 6-punct

 29-dep

But 7-cc
the 5-det
old 5-amod
Dodger 5-compound
slugger 7-nsubj
wisely 7-advmod
offered 0-ROOT
no 9-det
prediction 7-dobj
about 9-prep
when 15-advmod
good 13-amod
times 15-nsubj
would 15-aux
return 10-pcomp
to 15-prep
his 18-poss
side 16-pobj
. 7-punct

 19-dep

` 9-punct
` 9-punct
When 5-advmod
it 5-nsubj
goes 9-advcl
, 9-punct
you 9-nsubj
never 9-neg
know 19-ccomp
when 13-advmod
you 13-nsubj
'll 13-aux
get 9-ccomp
it 13-dobj
back 13-prt
, 19-punct
'' 19-punct
he 19-nsubj
said 0-ROOT
. 19-punct

 20-dep

` 4-punct
` 4-punct
That 4-nsubj
's 0-ROOT
baseball 4-attr
. 4-punct

 6-dep

NCR 2-compound
Corp. 3-nsubj
reported 0-ROOT
a 7-det
10 6-nummod
% 7-compound
drop 3-dobj
in 7-prep
third 11-amod
- 11-punct
quarter 13-nmod
net 13-amod
income 8-pobj
, 3-punct
citing 3-advcl
intense 17-amod
competition 15-dobj
that 19-nsubj
caused 17-relcl
its 23-poss
gross 23-amod
profit 23-compound
margins 25-nsubj
to 25-aux
dip 19-ccomp
. 3-punct

 26-dep

Net 2-amod
income 6-nsubj
for 2-prep
the 5-det
quarter 3-pobj
fell 0-ROOT
to 6-prep
$ 10-quantmod
93.1 10-compound
million 7-pobj
from 6-prep
$ 14-quantmod
103.1 14-compound
million 11-pobj
, 6-punct
roughly 17-advmod
what 20-dobj
analysts 20-nsubj
had 20-aux
expected 6-advcl
. 6-punct

 21-dep

But 6-cc
per 5-nmod
- 2-punct
share 2-pobj
profit 6-nsubj
dropped 0-ROOT
only 8-advmod
2 9-nummod
% 6-npadvmod
to 6-prep
$ 12-nmod
1.23 10-pobj
a 14-det
share 12-npadvmod
from 6-prep
$ 17-nmod
1.26 15-pobj
a 19-det
share 17-npadvmod
, 6-punct
as 24-mark
the 23-det
company 24-nsubj
continued 6-advcl
its 30-poss
stock 29-compound
buy 29-compound
- 27-punct
back 30-compound
plan 24-dobj
. 6-punct

 31-dep

Average 2-amod
shares 4-nsubj
outstanding 2-amod
dropped 0-ROOT
to 4-prep
75.8 7-compound
million 5-pobj
from 4-prep
82.1 10-compound
million 8-pobj
. 4-punct

 11-dep

Revenue 2-nsubj
fell 0-ROOT
1 4-nummod
% 2-npadvmod
to 2-prep
$ 8-quantmod
1.39 8-compound
billion 5-pobj
from 2-prep
$ 12-quantmod
1.41 12-compound
billion 9-pobj
. 2-punct

 13-dep

The 3-det
computer 3-compound
maker 17-nsubj
, 3-punct
which 6-nsubj
sells 3-relcl
more 9-amod
than 9-quantmod
half 11-nummod
its 11-poss
goods 6-dobj
outside 6-prep
the 14-det
U.S. 12-pobj
, 17-punct
also 17-advmod
said 0-ROOT
the 20-det
negative 20-amod
effect 30-nsubj
of 20-prep
a 25-det
stronger 25-amod
U.S. 25-compound
dollar 21-pobj
will 30-aux
` 30-punct
` 30-punct
adversely 30-advmod
affect 17-ccomp
'' 30-punct
its 36-poss
fourth 35-amod
- 35-punct
quarter 36-compound
performance 30-dobj
and 36-cc
` 40-punct
` 40-punct
make 30-conj
it 42-nsubj
difficult 40-ccomp
'' 42-punct
to 40-prep
better 46-amod
1988 47-nummod
results 44-pobj
. 17-punct

 48-dep

NCR 2-nsubj
said 0-ROOT
revenue 4-nsubj
declined 2-ccomp
both 6-preconj
in 4-prep
the 8-det
U.S. 6-pobj
and 8-cc
overseas 4-advmod
, 4-punct
